2,5280
2,79680
1,41340
5,78240
0,18720
0,69660
2,83940
2,79140
2,67980
4,36780
0,23280
3,53040
6,77340
4,42360
3,27240
2,52440
3,73320
6,73260
5,83940
2,36360
2,58020
6,6720
3,9300
5,74160
5,61380
2,36660
4,37800
4,3240
1,42060
4,31740
0,34800
4,47100
1,51120
4,24480
0,41220
0,42900
2,53400
3,59340
1,59580
6,76080
2,34080
0,74160
1,30360
5,36420
5,49200
3,46980
5,29340
2,50040
1,53820
3,69540
4,11280
2,45180
0,51600
0,56580
0,61920
4,48240
2,33780
3,35280
2,53280
2,33540
1,41460
2,53400
0,36000
0,31020
4,53280
0,28200
3,47160
1,46500
3,80460
1,36960
2,46740
1,52800
3,60000
2,70740
2,78780
1,42900
6,66960
2,25860
3,48420
5,36060
1,38220
2,27480
6,30780
0,31260
1,38700
4,56340
4,48660
6,1860
3,52380
6,71880
2,47040
1,33300
2,49920
2,43200
6,62940
2,35160
6,61920
0,29580
2,33060
2,26040
4,46620
1,43320
1,75060
0,60180
2,52680
1,74160
1,26640
2,37320
2,30360
1,37080
0,71700
0,37980
4,59220
3,50160
2,50700
2,50640
2,33060
4,9540
2,66900
0,41280
1,39540
3,33180
2,5880
2,66900
0,48480
0,34380
4,51840
2,29340
6,80160
2,34080
1,63240
0,50760
6,76140
2,39120
3,48360
1,80100
2,720
4,35640
2,51960
0,47220
5,36060
4,18060
1,32880
2,50100
0,34920
4,34980
6,83220
6,44340
0,57540
2,70020
0,41040
1,34380
1,64680
2,55860
1,33900
0,44460
1,13140
5,70140
6,52380
0,48660
1,38040
2,46680
0,79080
3,35220
6,80340
0,62340
3,47400
2,23160
1,85500
1,63180
2,12840
2,33420
1,69780
2,83220
1,50460
2,85380
1,48420
1,71700
1,38220
1,35940
2,49020
1,79920
2,81120
1,67680
2,28320
1,47220
0,49260
3,44880
0,48840
1,71640
2,22800
3,32880
1,37500
1,38220
1,60360
1,34740
2,63960
4,70200
2,33360
0,63120
1,68400
1,73200
2,7560
2,26040
0,62940
0,49320
0,33480
3,69660
6,75480
0,43800
3,68340
3,62460
2,23820
0,59280
0,1740
1,50400
3,82020
4,31020
1,73080
3,38820
2,6960
3,81420
1,77700
3,34980
2,27000
1,75840
3,35400
2,35400
2,81720
2,32640
3,76380
2,32700
2,14580
3,64260
3,48120
6,48240
0,78360
6,81540
2,24000
0,75300
2,29340
3,28860
3,73620
6,40140
2,54960
6,38940
0,55380
2,85320
5,77640
3,71280
2,42900
5,71160
1,38040
0,72960
3,84360
0,77220
3,57000
5,77940
3,48060
2,46620
0,36480
2,52200
3,83700
4,41400
6,43380
2,53160
4,57120
6,53460
1,2940
1,39480
6,32460
1,47460
2,67380
0,71160
3,36960
1,52680
1,35880
1,42180
4,52740
1,64800
2,16260
4,28500
1,71280
5,31560
5,43260
1,75780
1,78900
3,66720
0,33600
2,34680
5,44220
5,21780
1,64080
1,56160
0,76560
1,68520
1,55680
1,65160
0,47940
2,42960
1,82860
2,56580
2,43200
2,44940
2,47640
2,48120
5,55020
1,56400
3,76020
3,34200
2,24180
1,67320
1,69960
2,1440
2,23520
2,24720
2,25260
0,63120
0,68940
0,75600
1,46260
3,49440
0,83880
5,46560
0,69300
6,68880
0,42120
1,53280
6,30240
3,63240
0,72060
1,29280
2,31560
0,46800
0,74160
1,56280
0,53700
1,960
2,35940
1,78960
6,74640
1,44640
1,61260
3,2160
6,40080
1,39780
0,42900
3,28260
0,37440
2,41220
3,28080
6,68100
4,50460
2,840
4,27720
4,27780
2,48120
2,52320
4,10860
1,76740
4,63120
3,120
3,84180
3,21180
2,63720
3,60240
3,46260
5,78060
3,54420
2,71340
3,47100
4,21840
2,55020
4,64320
3,41220
2,79860
2,73920
3,59520
4,70140
2,47640
3,36180
3,74940
6,67440
5,82740
5,79980
5,52560
1,38040
4,68400
6,72840
1,33120
3,74280
4,40620
0,85020
0,37560
5,44940
1,65700
2,82920
2,49080
2,71580
2,70620
2,65580
2,63120
3,61860
2,69060
2,43560
2,78420
6,46440
4,35160
0,36780
0,79140
2,35400
1,37380
2,22260
1,36300
5,65460
2,39060
3,75900
2,24480
0,29220
1,71460
0,35700
3,77580
0,35100
1,31320
1,36000
1,32280
1,44700
0,46320
0,68280
3,51000
0,30180
1,27000
4,66780
4,30780
6,43980
0,49260
5,26520
0,45180
0,37140
1,26280
0,39480
1,78300
3,51360
1,45180
1,73260
4,47640
2,40980
2,69660
2,28560
3,55800
1,67920
6,32820
4,63240
0,80400
5,52560
0,31260
1,29460
0,26160
1,52140
3,76080
5,57600
3,80100
2,39300
1,50100
2,27960
3,51840
3,6840
0,52500
2,65760
1,72120
3,44280
3,36300
2,49260
2,58800
3,77460
3,36900
3,26760
1,45240
5,75540
4,81660
4,85740
4,85380
5,3660
5,3600
4,78420
2,36660
4,66180
4,57000
6,7380
6,79800
5,5100
4,69720
1,42480
1,1620
5,84240
1,33180
1,33420
6,57420
1,18780
1,42660
4,44400
6,8400
2,70260
2,63960
4,45360
0,53040
0,35160
0,54780
1,61200
2,76320
0,36660
2,36240
1,31440
4,40140
3,30360
3,74400
0,36480
5,35100
1,48060
6,42720
1,32820
3,69180
3,48960
0,85680
3,59580
3,72120
0,53040
0,47400
3,82740
6,38700
4,62820
0,73320
6,40680
1,28020
4,32940
4,59040
4,6900
4,32940
0,69420
4,30060
4,48720
4,60060
4,30420
5,45360
0,56340
5,42660
2,65580
1,75600
4,39000
5,80880
3,43620
1,34980
4,33300
5,44280
3,29040
4,900
0,31860
2,75600
4,23400
0,78540
4,32880
5,81900
1,67860
3,40740
4,31320
3,40680
2,53100
6,71640
4,32760
0,58500
2,23160
1,83520
0,1140
2,48660
0,56700
5,75360
5,61320
2,26340
2,840
0,42360
2,41640
2,83160
2,54120
2,55020
2,54960
4,78900
1,83700
5,74100
2,61080
1,83640
2,53340
0,56520
2,46380
2,53040
2,34140
2,52740
2,52380
2,27960
0,60360
2,54000
2,57720
2,40920
1,45300
3,84840
5,40260
0,31380
2,68520
4,32760
2,25200
1,36840
1,69360
2,42900
2,42660
2,83220
2,44280
1,3780
1,65820
0,68940
1,35940
0,70080
2,60840
0,72540
1,26520
1,75840
1,62700
0,77640
1,34020
1,1020
2,33840
1,54960
2,36720
1,40260
1,44280
0,79380
2,34860
2,26100
0,65640
3,27120
1,33300
1,75060
0,71520
1,40080
6,81720
1,54780
1,660
2,21360
4,59700
0,34800
3,41580
1,38040
1,24840
1,38220
1,42300
3,41700
3,39000
1,56700
3,2700
3,27000
3,30240
1,37080
2,62460
2,33000
3,36720
3,37800
3,23100
4,35040
3,48540
3,51360
6,81240
1,57300
1,38100
3,900
3,40320
1,37680
0,45120
3,42000
3,32040
3,35460
3,55440
3,38460
3,42120
3,40200
3,39960
1,38280
3,33360
3,86220
1,12180
0,43320
3,29820
1,40440
1,33300
6,81900
0,48540
6,73440
2,72720
3,1380
2,9120
2,59880
3,20460
1,46440
6,80520
2,71520
0,48660
3,85740
3,44460
2,31200
2,32100
1,81000
5,36060
3,66720
1,72300
0,71460
2,24960
2,44100
0,50640
0,62580
0,44340
1,55620
6,40080
0,48480
1,38220
3,58080
0,19020
0,34620
1,19200
3,72720
0,48420
0,41700
4,55020
4,0
4,50520
4,50520
3,62700
4,60000
3,29580
4,56220
1,35760
1,53460
0,76680
3,26280
0,76320
5,40260
6,1380
0,57420
3,22860
0,72900
0,75840
0,76440
3,77220
0,76800
0,77640
1,32580
1,47760
4,47820
0,51840
1,53400
1,55980
4,26700
2,38280
0,85860
0,54420
3,67500
3,70200
0,33120
0,47640
2,37680
1,66420
1,69960
2,29700
2,37680
1,32700
6,81120
1,78120
4,63420
4,45960
6,44520
1,5520
3,59580
3,80340
4,32820
0,41580
0,52020
1,31440
1,75480
2,36480
5,81360
0,46260
3,79980
2,82320
6,72120
4,82320
0,30660
1,48060
4,57060
2,60300
3,78000
0,83280
5,59220
2,59580
6,77400
0,30720
6,78060
0,20520
0,56100
1,82080
3,78420
4,80940
2,62160
6,1440
1,75780
6,70080
0,50700
0,42480
0,70140
1,56040
2,25680
2,44220
4,35760
5,30660
1,35760
1,40500
6,80400
4,50940
6,62760
0,49440
4,38700
4,33120
5,28080
5,72660
6,30600
3,37560
3,48180
3,50820
1,37200
3,61920
6,57240
6,21360
6,71520
3,47760
2,23940
6,78660
3,27720
4,26520
3,76200
6,77580
3,53820
0,36300
6,72240
1,2100
2,37500
0,82140
6,75840
5,36240
1,9300
1,66540
6,48900
6,45420
0,34500
0,78900
3,78780
1,18240
5,42660
6,70680
5,68760
6,53820
2,4680
4,56640
1,37920
6,59280
6,71880
2,70500
3,66960
3,37500
6,77820
6,56460
0,65100
3,37980
1,2700
3,46320
4,80820
5,23940
2,81120
1,55920
5,24000
0,24660
0,56160
6,28680
6,79800
3,46200
2,37380
0,56760
0,47340
4,55620
3,67860
1,77820
4,10860
1,30240
3,51060
1,60780
2,29700
1,30240
3,69240
6,72360
3,69060
4,53760
5,74640
6,26640
6,48480
5,31620
1,28140
0,42540
5,43320
0,64020
3,49500
3,78180
4,79980
3,11220
6,83700
5,52680
2,74700
1,71340
4,32280
5,62640
0,77940
4,1080
1,53580
6,74400
5,75000
3,41520
6,51960
6,55020
5,45720
5,56340
5,43020
5,83760
5,57780
5,43500
6,49740
5,44760
5,56160
5,58860
6,59760
5,40740
6,37500
5,78540
5,72660
5,77220
6,48720
6,57960
6,57540
6,51780
6,22920
5,58680
1,74880
5,54000
6,33240
0,47460
6,58140
6,64020
6,34860
6,36300
6,35820
5,57660
6,44040
5,62640
6,50160
5,51240
6,47580
6,54360
6,55800
6,52380
6,55260
5,41160
6,59460
6,61620
6,64140
0,41760
2,27900
0,53940
5,57960
0,81060
3,84060
4,41400
4,46200
4,47640
4,58800
5,59520
5,65940
5,85920
5,73800
6,34200
5,36780
5,42420
5,54540
6,28500
5,48540
5,51780
5,44760
6,26040
5,45960
6,71400
6,44520
5,68820
5,44640
6,600
5,52440
5,68460
6,60
6,44160
6,3780
6,3840
5,54600
6,33120
6,33120
6,36060
6,39480
6,40260
5,35640
5,44220
5,40860
6,43080
6,43260
6,51300
6,50340
6,53100
6,52080
6,55380
6,54840
5,40800
6,60600
6,59700
0,37260
0,79260
5,54480
5,40920
5,54780
0,15540
1,35580
2,58980
3,84000
3,2340
4,56460
4,56820
5,57180
5,41280
4,84120
6,57120
5,47160
5,39360
5,37800
5,38220
5,41940
5,40680
5,46920
5,45900
5,54360
5,48300
5,45720
4,82320
2,70680
5,76920
5,50520
6,34980
6,39360
6,42540
6,48120
5,45540
5,45180
6,53640
6,54240
5,54180
6,68880
6,62760
6,61200
0,9420
5,43680
4,52320
4,39780
0,30000
4,960
1,960
6,82200
5,29880
3,69660
6,30300
3,58020
0,25680
0,53280
1,43440
4,84840
5,56580
0,84960
5,85980
6,50340
5,79980
3,36600
5,81540
0,56040
1,74280
0,20340
4,62820
0,56040
0,56040
0,56160
0,56040
0,56100
0,68100
0,56040
0,56820
0,56760
0,32280
2,36240
0,56100
0,56280
0,56100
4,780
0,56100
6,41340
0,56160
4,1260
0,56220
0,56220
0,56760
1,76020
0,80580
6,85440
5,69060
0,76500
0,58740
0,59220
1,71040
2,44760
1,34320
0,51540
0,74700
6,56400
1,65940
1,34260
2,52620
1,37680
6,85440
6,70560
1,74640
6,56940
4,82320
2,76260
4,52260
3,56400
2,55440
1,72180
5,41520
1,79560
4,72180
4,60840
2,38040
1,27180
0,35760
3,82380
2,68280
2,28080
3,76020
2,79440
3,51000
3,80460
3,49260
1,60720
3,36060
1,50220
2,60120
3,50580
2,40920
1,74100
3,6780
0,48060
1,45000
0,46740
0,67860
2,49980
0,74940
3,30720
3,50700
2,32880
1,42000
1,41640
0,15000
4,61320
4,56700
4,39600
6,39540
6,34440
5,43680
5,54360
6,45780
5,51720
5,52020
5,45720
5,68460
5,33780
6,30060
5,44220
5,57180
4,56460
5,76980
6,48300
6,71340
5,57540
5,63540
5,63720
5,43860
5,55020
6,28560
6,46500
5,43620
6,6000
6,3420
6,58080
5,46500
6,43140
6,30660
6,54540
6,34980
6,45840
5,41820
6,42780
6,44760
5,42600
6,55320
5,42900
6,54120
1,67920
6,58980
6,59220
6,58140
6,61440
6,73380
5,44760
5,41820
0,58020
5,82560
5,51840
3,71580
4,39180
2,54180
1,37200
1,33660
5,72660
1,39840
1,40200
0,53160
3,37020
4,33480
2,63840
2,81240
0,34440
2,47460
2,53340
2,52740
2,53040
2,60060
2,60720
3,45600
0,27960
1,40080
2,56460
2,52380
0,80580
1,73260
2,52680
1,40260
1,41280
6,74820
2,56100
2,48780
2,75060
2,49500
1,43140
1,40680
1,41640
2,57900
4,50280
1,45840
5,67020
6,44520
1,48060
1,67680
3,54540
0,44040
2,86220
5,36900
4,47520
4,36600
1,74760
6,69360
0,55380
6,75840
3,31560
6,30180
2,69720
5,68400
5,60480
4,45420
3,64860
3,28620
3,29460
3,49860
4,47820
3,52560
6,65700
4,46500
6,81780
4,48120
3,53340
0,38460
6,43080
6,27540
4,56940
0,75120
6,41280
3,4920
3,2100
2,65520
3,43020
4,47160
3,32820
3,39540
1,46260
6,33240
4,17640
4,41400
1,62760
1,63540
0,60240
2,3480
6,40260
3,40800
2,51000
6,76980
6,35700
4,79500
1,72780
5,71820
5,80220
1,69540
5,50040
1,80820
1,69480
2,52680
5,60420
3,54120
1,67860
5,49800
3,26700
1,78840
1,37980
1,63360
1,58440
2,40680
2,63240
1,60060
6,37620
1,61080
4,32700
1,54900
2,10380
1,39600
1,50460
0,37020
4,45900
1,58620
4,80280
2,19920
0,73080
1,44100
3,51120
5,53580
3,62940
3,50220
3,53700
6,60720
6,38940
1,59040
1,67560
1,43680
5,73080
1,58380
1,68520
1,48360
6,32700
1,55800
0,3900
1,62700
4,53220
1,85320
2,23880
2,14580
0,1080
4,45180
3,46920
5,81180
1,70140
4,65160
3,60240
5,58320
2,58380
0,81600
1,35340
5,56940
1,82560
3,79680
6,34980
5,46080
0,36060
1,81360
1,75060
0,960
1,39720
0,72240
1,47520
1,56400
1,55200
0,70620
1,48120
1,44340
1,43140
1,53400
1,58260
1,48300
0,66000
4,58140
1,48240
0,45720
4,29820
2,79380
3,62880
1,61020
3,1680
1,70440
2,5880
5,56880
3,30300
1,32040
3,57960
4,53220
5,68400
0,25800
0,76200
6,60720
4,49740
1,39540
3,26340
6,73500
6,63240
3,30000
6,70980
6,70080
3,53460
4,34560
6,67140
6,61740
0,67080
0,70320
1,69660
0,60
6,80520
0,67980
0,66120
3,74100
4,74700
1,81420
4,41760
5,24120
6,83040
0,77580
3,70860
6,39120
0,81480
3,71760
5,66660
1,84120
6,1740
1,39360
3,70860
4,53820
3,77820
3,70620
3,70680
3,70680
3,70680
3,73080
3,70860
3,70920
3,71040
3,71040
3,71160
3,71220
3,82920
1,48780
5,77520
0,18660
1,36900
0,50520
2,82320
1,67380
2,1800
2,72240
2,22140
6,82020
4,76680
3,74160
4,32640
0,5160
4,86220
0,61260
1,60840
3,77460
3,79500
1,72480
4,37740
4,53400
4,59340
3,83880
6,50700
4,55200
4,57120
6,55980
4,62220
4,32040
0,52500
4,64020
4,73740
4,47160
0,54240
4,51540
5,66840
3,48060
3,53640
4,57240
5,2940
0,57180
4,58860
4,81840
4,54240
4,64800
4,62880
4,64560
4,53400
4,53760
3,76200
3,78780
4,80940
4,63060
4,56160
4,63060
0,68520
3,80820
0,86220
1,12420
6,85500
3,23580
5,67200
0,47640
3,77580
1,43560
0,29760
6,37860
2,73080
1,65880
4,58740
0,65640
3,29640
4,56700
6,77580
2,60780
0,48540
0,68520
0,64800
6,67920
6,68280
5,50820
6,47220
6,79740
6,69480
5,32640
2,58200
6,78660
6,74880
5,32700
6,79560
6,73620
6,50760
2,22920
6,81060
6,68640
3,29340
5,19560
2,79920
6,78780
3,33480
6,78000
4,59640
5,36900
6,71340
6,68940
6,70920
2,53160
6,63780
6,63360
6,66960
6,57660
2,44520
6,64020
4,48660
1,58320
4,32940
0,74160
5,81960
6,52380
4,49020
5,74160
5,54300
5,57840
5,50820
5,50220
1,32700
2,50280
3,67920
4,46920
3,69240
4,67260
6,54600
5,75120
4,56760
4,78060
4,72600
4,54840
5,66120
4,5160
4,48180
4,120
5,57480
0,27420
4,64980
5,47700
4,46500
4,62940
5,62520
5,82740
4,50280
4,67380
0,68460
2,46740
5,57060
5,68580
4,65460
4,64140
5,75480
6,65820
3,57420
4,43740
4,80940
0,62160
4,54240
5,60120
1,34020
4,60600
5,45300
4,67620
2,47160
1,45180
5,24420
5,63720
6,80220
2,52560
2,24660
0,69720
0,61440
3,68340
0,75120
1,69240
1,72420
1,69360
1,69420
6,80940
6,80520
3,60960
3,84540
2,27360
3,81780
3,72120
6,51300
6,82740
3,82260
1,84840
6,68520
0,41220
3,4200
4,36120
4,39300
1,76440
0,360
5,42660
4,80340
5,31620
1,12600
1,33780
2,38040
4,60900
0,23520
2,77340
5,36960
6,82140
5,1200
4,33420
4,65100
5,48480
4,64800
1,7560
3,76320
6,37320
6,48960
5,85260
6,69780
6,69720
6,71580
6,73860
2,78780
0,78120
6,80700
0,4560
6,53700
0,25560
0,26460
0,28740
0,27360
0,30120
5,83820
0,36300
0,39780
0,40260
0,43080
0,59700
1,46560
1,7680
3,50340
3,50280
1,12240
3,59640
0,29700
4,180
1,22260
0,84780
3,48840
3,40320
2,14340
0,79620
6,41400
0,67080
0,31860
2,29460
3,4020
2,68040
2,71100
1,40980
0,76440
6,77400
6,56280
0,59400
1,67140
6,76440
0,70380
0,20640
0,51660
0,69840
2,62220
0,75900
0,80280
5,65760
0,42660
3,55560
3,45240
4,83700
0,60120
1,30600
2,75360
0,75960
5,67620
1,13800
0,72960
0,66120
0,78060
0,70620
0,77700
2,76560
0,56640
1,21720
1,21540
2,72720
2,54180
1,31200
1,26040
0,75540
2,51600
0,78720
1,420
0,80100
1,3120
5,660
1,62040
2,74520
1,41340
0,74760
0,67620
0,76020
4,81720
0,76740
0,75660
2,60840
5,46500
1,84300
5,82140
3,58740
0,56700
1,86280
3,48720
0,81000
0,76800
2,66120
5,58080
3,21960
0,63120
3,30780
4,41460
0,72840
1,75600
2,82380
6,75540
0,71340
6,40980
3,78600
0,78180
3,66120
0,79860
0,72180
0,21360
4,57060
1,50700
0,72720
5,30000
1,76680
4,33660
1,35400
0,72960
1,43440
1,65700
5,70320
1,43320
1,62160
1,33180
0,31620
0,72660
1,52080
3,61380
1,60600
0,73320
1,57900
1,82620
1,58200
0,72900
1,30720
0,72840
0,77340
0,72840
1,62580
1,66000
1,2340
0,84180
0,72720
1,76740
1,53700
0,79860
0,84360
1,45180
3,57600
2,59580
6,74580
3,32700
3,29580
0,72420
0,79920
2,59640
1,38580
0,81780
2,51060
3,25860
3,26880
2,70860
1,27960
2,66840
3,23640
3,25200
6,34020
2,37020
3,26400
1,21120
1,36180
2,70440
0,43680
1,47700
3,28440
3,22560
2,78840
3,1380
2,62760
1,47220
0,76260
3,22560
1,60
3,20700
4,45060
0,41400
4,85200
5,85320
0,43320
1,37740
6,4860
4,50580
2,79320
2,81840
4,84540
4,62880
2,81300
3,49860
4,68400
3,51960
2,30780
3,50100
2,38820
3,52200
3,57720
3,52800
2,38940
3,59100
2,60480
0,55800
0,81660
2,74640
2,27780
3,37320
5,20220
4,62880
2,52620
6,50400
0,69600
3,63600
4,75540
5,25260
1,57720
3,52020
3,77040
3,80880
1,44160
0,49260
1,29460
1,17220
2,600
1,29280
1,72060
2,39540
2,49620
1,40860
1,58320
1,27540
3,74040
3,79080
1,50760
1,33660
1,53460
0,68760
1,34020
1,55560
1,40200
1,4140
1,59280
1,64860
1,72900
1,60720
0,65880
6,61080
1,9360
1,55140
6,70020
1,74340
1,42960
1,29940
1,68400
5,61980
1,26220
5,55320
1,75120
4,80640
0,58800
1,26280
3,49440
3,78720
2,70980
4,75300
6,84060
4,70980
4,54360
4,65400
4,69720
3,63540
0,44520
1,43560
0,7500
6,40980
3,23580
4,64200
4,74880
0,80760
4,67620
4,69900
0,66840
1,22320
6,79440
0,14460
3,74760
4,56280
4,75000
5,83100
4,64500
4,74100
3,21660
4,41760
4,43680
6,55500
4,65340
4,69600
4,78960
1,38700
1,36540
3,57600
2,79200
2,46620
0,54180
0,81420
1,78180
5,43260
5,68580
3,39720
1,21360
1,73140
1,76020
2,71100
2,76320
4,21120
0,60300
3,39420
3,46080
0,57900
1,74580
1,75120
1,44340
1,75780
1,50820
1,81000
5,75060
0,69600
0,23460
1,38160
5,56100
6,80340
6,80520
3,62640
1,38820
0,68640
3,63540
6,61680
5,78240
6,79440
1,68880
0,25020
6,69480
0,11580
1,35280
6,68700
0,6000
6,61080
6,63840
4,28560
2,68100
1,36660
4,39780
1,27060
1,38220
4,30780
0,81120
1,27060
0,45420
1,60300
0,45180
1,26100
2,28920
1,70920
3,39120
3,38940
2,45120
1,56100
0,45840
6,75600
6,24180
1,1560
2,57120
0,23340
0,70200
0,29700
6,33840
0,79440
6,76980
3,32340
1,44760
0,83940
1,9960
3,30300
0,81060
3,33240
6,37080
1,3180
0,62340
0,80340
0,37680
0,33600
1,5220
0,83820
0,27780
3,57300
2,46620
0,81720
6,32760
0,22320
6,74280
6,84660
6,69420
0,45060
0,1320
5,56700
1,64680
3,22920
2,31080
1,49320
2,8820
3,83820
5,76800
1,13500
3,35520
0,49500
3,34860
5,46380
6,51660
1,25020
4,80580
5,55200
4,41160
6,3720
6,60060
4,38340
6,69600
5,46920
6,35100
6,66300
3,56100
6,76800
0,79440
6,61140
6,51420
2,50520
4,29280
6,64920
6,20580
6,6720
6,73740
6,33240
6,61380
1,36720
6,54000
3,78120
4,1620
6,40500
6,52740
5,76260
6,76500
0,79440
0,69780
6,72420
3,79020
6,51120
6,6900
1,780
6,80520
6,61380
6,64740
3,47640
0,82320
0,33060
0,56160
1,51240
0,63960
0,65940
0,80220
0,69480
0,74520
0,70680
1,34020
5,24120
6,70740
2,81000
6,42720
3,68700
3,53580
0,51900
2,83100
2,33300
5,32580
6,960
0,37740
2,27240
1,71820
2,75960
2,53100
4,36240
5,71580
2,46140
2,36780
1,52920
4,37500
6,57600
3,64860
1,55680
1,76740
1,48180
1,65760
0,43800
3,76740
1,71100
0,65880
2,79620
0,28560
6,77940
6,74700
3,13560
3,61320
3,78840
0,70320
4,73380
3,42480
3,21240
3,54300
2,33120
4,64500
1,79740
2,85380
0,67020
2,47760
1,56580
2,33060
0,83400
2,2700
6,68100
3,43560
6,26940
1,70320
3,36120
1,8160
2,39660
1,30120
1,84840
5,36120
2,60600
2,70620
2,76680
6,32160
0,2100
6,83580
2,44760
2,52920
1,69900
2,27060
2,70800
4,2460
3,33420
1,70200
3,36960
3,53280
0,83100
0,59340
2,18360
3,64860
1,81060
2,10020
4,38520
2,41100
0,59940
3,19680
3,43200
1,84540
2,31200
4,66240
2,27000
0,54600
2,69240
1,66660
2,30120
3,36900
1,65400
0,49860
2,33480
3,30900
3,57000
6,66360
1,79020
1,43860
3,5100
2,84840
3,20760
0,74820
1,49020
3,35040
2,82380
3,71040
3,44520
3,24840
1,62220
3,52560
3,40860
3,33840
0,77820
3,46560
3,45840
3,1020
2,80880
3,42420
0,47400
2,55080
6,35940
2,2340
3,52320
1,77460
3,56760
2,43680
2,27480
0,61800
2,24180
5,54300
3,60960
1,55500
2,13620
1,77580
1,61980
2,42420
2,34740
2,44340
2,42540
0,63780
4,71220
2,25560
2,27060
1,63540
1,62580
1,55800
2,0
5,71280
4,46620
1,46080
1,48960
5,70140
0,75300
1,73200
1,61500
3,41880
4,56520
2,22440
3,1560
6,74880
2,32100
2,25320
